ID,CommitCount#Lab1,Failed#Lab1,Passed#Lab1,Error#Lab1,Done#Lab1 ,ActiveDays#Lab1,CommitsPerDay#Lab1
193808,0.07407407407407407,0.5,0.3571428571428571,0.125,1.0,0.125,0.1111111111111111
194148,0.25925925925925924,0.125,0.2857142857142857,0.625,1.0,0.5,0.1111111111111111
194177,0.037037037037037035,0.125,0.07142857142857142,0.125,0.0,0.0,0.0
194362,0.07407407407407407,0.125,0.5714285714285714,0.125,1.0,0.125,0.1111111111111111
194408,0.1111111111111111,1.0,0.07142857142857142,0.125,1.0,0.25,0.1111111111111111
195243,0.037037037037037035,0.125,0.07142857142857142,0.125,0.0,0.0,0.0
195957,0.1111111111111111,0.125,0.4285714285714285,0.375,1.0,0.25,0.1111111111111111
196152,0.037037037037037035,0.125,0.07142857142857142,0.125,0.0,0.0,0.0
196892,0.07407407407407407,1.0,0.07142857142857142,0.125,1.0,0.125,0.1111111111111111
197376,0.037037037037037035,0.125,0.07142857142857142,0.125,0.0,0.0,0.0
197979,0.14814814814814814,1.0,0.07142857142857142,0.125,1.0,0.25,0.1111111111111111
200819,0.07407407407407407,0.125,0.5714285714285714,0.125,1.0,0.125,0.1111111111111111
200836,0.037037037037037035,0.125,0.07142857142857142,0.125,0.0,0.0,0.0
